Date,X_1,X_2,Y_1,Y_2,Z_1,Z_2
2022-11-01,2248122.89949967,0.00117791728474149,865686.877931473,0.0012383535830954,5886425.99303144,0.00198645429089015
2022-11-02,2248122.90218722,0.0018860014760074,865686.877722723,0.00208679470844803,5886425.99762088,0.00281175633976405
2022-11-03,2248122.89418631,0.00219231605056693,865686.878374475,0.00220873105025016,5886425.98623198,0.00332514373985592
2022-11-04,2248122.89375223,0.00220480178487064,865686.87623264,0.00260614507758132,5886425.98450078,0.00299609209665257
2022-11-05,2248122.89901365,0.0013466466409385,865686.875090264,0.00145654909937618,5886425.98701931,0.00216626667787099
2022-11-06,2248122.9005089,0.000886078778961001,865686.877082816,0.000828428503251945,5886425.99723104,0.00173397924472694
2022-11-07,2248122.90312248,0.00136382247378792,865686.879719902,0.0013016807230503,5886426.00070907,0.00248607057271878
2022-11-08,2248122.90097724,0.00362811756114566,865686.872021911,0.00391013122582458,5886425.99953272,0.00397599761549607
2022-11-09,2248122.90187761,0.00103018592959478,865686.877833628,0.0009155947554905,5886425.99935262,0.00182774547681702
2022-11-10,2248122.9013466,0.000832078891122369,865686.876484622,0.000722343040084684,5886425.99740451,0.001607484456778
2022-11-11,2248122.90355692,0.00131649686171915,865686.876494076,0.00136210844235457,5886425.99725686,0.00219079473015626
2022-11-12,2248122.90459491,0.0010198188147569,865686.877234178,0.00105748114470124,5886425.99936206,0.00184599198799056
2022-11-13,2248122.90345698,0.00128064201878939,865686.87691459,0.00130376379245657,5886425.99415421,0.00206311597853042
2022-11-14,2248122.90222418,0.000972316631289451,865686.87920286,0.00094417092119999,5886425.99385542,0.00179214037086899
2022-11-15,2248122.89971826,0.000833765924827901,865686.876606404,0.00075255035814062,5886425.99307156,0.00162161182575467
2022-11-16,2248122.8993056,0.000918983822781479,865686.878371925,0.00081950700860897,5886425.99466399,0.00173645073434765
2022-11-17,2248122.89842999,0.000861098349468737,865686.87715061,0.000763793276052469,5886425.99324272,0.00164880575466612
2022-11-18,2248122.89939138,0.00094453772350795,865686.877112147,0.000894549031525991,5886425.99436533,0.00180889309546092
2022-11-19,2248122.90132339,0.000971330382073304,865686.878106249,0.000907898150466673,5886425.99382123,0.00177775855299424
2022-11-20,2248122.90009244,0.00096307634538282,865686.87696198,0.000883763527175059,5886425.99214356,0.00184689121956745
2022-11-21,2248122.89884565,0.00111451253280583,865686.878791462,0.00106271784737078,5886425.99584832,0.00190851797809242
2022-11-22,2248122.89881693,0.000841925325829841,865686.87780382,0.000771030153002715,5886425.99218178,0.0016426065111236
2022-11-23,2248122.89863695,0.000876004828730946,865686.875763044,0.000775990372272333,5886425.99217213,0.00171269469535353
2022-11-24,2248122.89625519,0.00091369901469115,865686.877014651,0.000791158094641494,5886425.99226767,0.00175995263382115
2022-11-25,2248122.89724228,0.00242489369224455,865686.876599368,0.0027166819713758,5886425.99066373,0.00278490042911566
2022-11-26,2248122.89963878,0.00150425653898092,865686.87631199,0.00153430559846028,5886425.98823931,0.00230851046986746
2022-11-27,2248122.9011502,0.00125896044956578,865686.877186688,0.00113175544246727,5886425.98331981,0.00220916115258662
2022-11-28,2248122.90254495,0.00124350363660325,865686.875311142,0.00115462183171324,5886425.98275156,0.00234753143896648
2022-11-29,2248122.90038381,0.00287764677127394,865686.876258205,0.00257976259142346,5886425.98213073,0.00331233437963903
2022-11-30,2248122.90161009,0.00184125988916823,865686.87629396,0.00166751632164212,5886425.98147517,0.00266103911598257
2022-12-01,2248122.90052005,0.00294063406241286,865686.875583113,0.00260432600084046,5886425.9774371,0.0033428558615104
2022-12-02,2248122.90432169,0.00227134265148909,865686.87787381,0.00244982847838479,5886425.98252482,0.00297207366118831
2022-12-03,2248122.8995464,0.00137424105038155,865686.87868858,0.00147474548780085,5886425.98083504,0.0020323913968812
2022-12-04,2248122.90007473,0.00110549939485978,865686.878467115,0.00102360166257221,5886425.98368239,0.00210462937826652
2022-12-05,2248122.90057957,0.00106865721080739,865686.877795119,0.00100698531901113,5886425.98559211,0.00170029396604918
2022-12-06,2248122.90289143,0.000877911905580451,865686.87780268,0.000766332927113711,5886425.98836275,0.00169027008560636
2022-12-07,2248122.89947347,0.00124338884086318,865686.878205297,0.0010721261219019,5886425.98650491,0.00227187429264574
2022-12-08,2248122.90155198,0.00150807019831085,865686.876497046,0.00137930330848364,5886425.99125463,0.00230083914490318
2022-12-09,2248122.90132712,0.00109437214892693,865686.87775633,0.00105326658710159,5886425.99196909,0.00185918092809065
2022-12-10,2248122.90208131,0.00122345507991881,865686.879719098,0.00113513438592243,5886425.99279267,0.00222996093248487
2022-12-11,2248122.89939793,0.00158118480483881,865686.878222525,0.00162738467342096,5886425.99070125,0.00229756477147288
2022-12-12,2248122.90169909,0.000987738185435435,865686.878824454,0.000905347618312132,5886425.99261048,0.0018364745910185
2022-12-13,2248122.90293583,0.000893454617850488,865686.881307909,0.000811872866941642,5886425.99670807,0.00174057267568692
2022-12-14,2248122.90416081,0.000972919647531583,865686.879863917,0.000857234606087156,5886425.99607834,0.00188514016565504
2022-12-15,2248122.90440283,0.00108132344457073,865686.882596877,0.00104753638705586,5886425.99889198,0.00184079509053726
2022-12-16,2248122.9007122,0.00103271552828221,865686.878894038,0.000961178198621551,5886425.99175678,0.00195914491995555
2022-12-17,2248122.90109474,0.000829180169774469,865686.877806096,0.00076922414655981,5886425.9877387,0.00167756604580177
2022-12-18,2248122.90246043,0.000958118425782816,865686.877950427,0.000861801177773044,5886425.99091213,0.00178034163232716
2022-12-19,2248122.90196255,0.00338821374477435,865686.878446947,0.00281288609137376,5886425.99121983,0.00331945744596692
2022-12-20,2248122.90114402,0.000989064886216087,865686.879568676,0.000909296551202063,5886425.99175186,0.00185527549181861
2022-12-21,2248122.90333984,0.0015881845894827,865686.877137786,0.0013680884243815,5886425.99395732,0.00218067854172562
2022-12-22,2248122.90404318,0.00116178302915421,865686.87836799,0.00108456449995184,5886425.99222004,0.00206840380510603
2022-12-23,2248122.90336915,0.00213953844935876,865686.881692172,0.00207495660347321,5886425.9917397,0.00266227122511294
