Date,X_1,X_2,Y_1,Y_2,Z_1,Z_2
2023-11-10,2248122.88612339,0.00171936644081872,865686.890848624,0.00179918943392497,5886426.00983729,0.00254085707121178
2023-11-11,2248122.88458579,0.000942731119176993,865686.893551637,0.000908613091983864,5886426.00797633,0.00180375970028563
2023-12-07,2248122.87959676,0.00102439024405367,865686.892244798,0.00088427117517853,5886425.99955774,0.00187460442971931
2023-12-08,2248122.8812955,0.000939432224640161,865686.892167825,0.000820123102400196,5886425.99853515,0.001835444544281
2023-12-13,2248122.88120998,0.00111623826935157,865686.896123923,0.00114463479059795,5886426.00644751,0.00192809680897778
2023-12-14,2248122.88783981,0.00340149999765958,865686.892238795,0.0027950339890185,5886426.0136002,0.00368136805036849
2023-12-30,2248122.88178647,0.000879978801896391,865686.894732366,0.000809840949500095,5886426.00809427,0.00165764370679373
2024-01-02,2248122.88271823,0.00122729985327769,865686.894917526,0.00121332675034852,5886426.00868987,0.00210046713575613
2024-01-03,2248122.88359061,0.00116831710677111,865686.893813468,0.00121839644243961,5886426.01065441,0.00204860696484173
2024-01-04,2248122.88218414,0.0010103511374942,865686.895499135,0.000973453797567996,5886426.01295746,0.0019860510726731
2024-01-05,2248122.88256293,0.000964771576365801,865686.892230941,0.000938625439788582,5886426.01270645,0.00183755652334876
2024-01-06,2248122.88292946,0.000851639444822104,865686.894231561,0.00076761951928751,5886426.01062419,0.0017242286655048
2024-01-07,2248122.88210877,0.000835122845921939,865686.893375693,0.000747760628643141,5886426.00788048,0.00168914821229167
2024-01-08,2248122.88224301,0.000872710390909308,865686.89280526,0.000774695898500263,5886426.00671151,0.00171963691697765
2024-01-09,2248122.8779325,0.000966928585698661,865686.889729782,0.000935456278096054,5886426.0067132,0.00178726692265436
2024-01-10,2248122.88218564,0.00116202752154284,865686.891443365,0.00117952527121111,5886426.00774027,0.00192924452433161
2024-01-11,2248122.87864284,0.000948578367520497,865686.890772686,0.000884910584296148,5886426.00269073,0.00175346891133285
2024-01-12,2248122.87926673,0.00090593385745513,865686.891925665,0.000843195773700809,5886426.00794487,0.00169951772632199
