Date,X_1,X_2,Y_1,Y_2,Z_1,Z_2
2020-11-01,2248122.93739818,0.000972507829804853,865686.859006449,0.000845369028390679,5886425.97843618,0.00172211794215369
2020-11-02,2248122.93702587,0.00077992284178896,865686.857384647,0.000684270412385306,5886425.98037379,0.00156576513653348
2020-11-03,2248122.93429683,0.00077660533263162,865686.859039767,0.000654311642386488,5886425.9749551,0.00152553804826153
2020-11-04,2248122.93734476,0.000755222190873621,865686.857758403,0.000644495849033964,5886425.97819871,0.00152816209297146
2020-11-05,2248122.93686666,0.000779707654831812,865686.856393953,0.000672459679929295,5886425.97944902,0.00157308239839205
2020-11-06,2248122.93556163,0.000947927718334897,865686.856292146,0.000852279939452429,5886425.97864757,0.00170216112858915
2020-11-07,2248122.93587438,0.000895368103664732,865686.855470158,0.000755958475477716,5886425.97535556,0.00171093762279843
2020-11-08,2248122.9355346,0.00081875257337136,865686.856030609,0.000692163611361577,5886425.97820479,0.00154125623248312
2020-11-09,2248122.93737627,0.000751649710872055,865686.856474994,0.000619935597825625,5886425.97799428,0.00148979458831955
2020-11-10,2248122.93610937,0.000758384679581963,865686.854569951,0.000637632471675157,5886425.97339341,0.00153244205388396
2020-11-11,2248122.93615881,0.000832361599452575,865686.853787334,0.000738587040630691,5886425.97337046,0.00163310281337413
2020-11-12,2248122.93538248,0.000824026603068466,865686.852708574,0.00072344781318584,5886425.9737534,0.0016172509967192
2020-11-13,2248122.93570091,0.000782726184852454,865686.855629845,0.000672440419809623,5886425.97549311,0.0015610925792434
2020-11-14,2248122.93493195,0.000806585059476482,865686.855954187,0.00069834917039501,5886425.9691405,0.00161846548162218
2020-11-15,2248122.93269546,0.000820752152453353,865686.856047107,0.000678635312681819,5886425.96912608,0.00160511298833486
2020-11-16,2248122.93460115,0.000779701950141172,865686.855625123,0.000643294710942238,5886425.97276299,0.00154721707575109
2020-11-17,2248122.93315652,0.000765290039375656,865686.856880802,0.000631743353966099,5886425.97285333,0.00153912170114362
2020-11-18,2248122.9334841,0.000799985639047057,865686.857383601,0.000683740885498554,5886425.9771649,0.00157811311484213
